degradation,severity,image_index,true_label,predicted_label,confidence
noise,1,153,0,0,0.9985964
noise,1,154,0,6,0.9860643
noise,1,155,5,6,0.8973911
noise,1,156,2,6,0.5896053
noise,1,157,9,9,0.67061156
noise,1,158,5,3,0.5122293
noise,1,159,4,4,0.99999976
noise,1,160,2,2,0.97547185
noise,1,161,1,1,0.9922206
noise,1,162,6,6,0.8312128
noise,1,163,6,6,0.9917493
noise,1,164,8,2,0.9971915
noise,1,165,4,2,0.99515295
noise,1,166,8,2,0.3101833
noise,1,167,4,4,0.9995515
noise,1,168,5,5,0.998616
noise,1,169,0,8,0.94726837
noise,1,170,9,9,0.9998049
noise,1,171,9,6,0.48884645
noise,1,172,9,2,0.9293182
noise,1,173,8,8,0.95935875
noise,1,174,9,9,0.9996489
noise,1,175,9,9,0.9999304
noise,1,176,3,4,0.67018414
noise,1,177,7,7,0.9846282
noise,1,178,5,2,0.90760225
noise,1,179,0,0,0.99994063
noise,1,180,0,6,0.54675126
noise,1,181,5,5,0.99993134
noise,1,182,2,2,0.9999608
noise,1,183,2,6,0.9996216
noise,1,184,3,3,0.999169
noise,1,185,8,8,0.99878114
noise,1,186,6,6,0.9998235
noise,1,187,3,3,0.9099792
noise,1,188,4,3,0.9346375
noise,1,189,0,0,0.91414154
noise,1,190,5,5,0.995834
noise,1,191,8,4,0.54573303
noise,1,192,0,2,0.98610467
noise,1,193,1,1,0.9863564
noise,1,194,7,7,0.99741745
noise,1,195,2,2,0.4690442
noise,1,196,8,8,0.70012754
noise,1,197,8,4,0.5666277
noise,1,198,7,7,0.85204446
noise,1,199,8,6,0.45543662
noise,1,200,5,6,0.72128177
noise,1,201,1,2,0.6531498
noise,1,202,8,8,0.9999958
noise,1,203,7,9,0.882171
noise,1,204,1,6,0.98092127
noise,1,205,3,3,0.9999887
noise,1,206,0,2,0.61350113
noise,1,207,5,5,0.9999937
noise,1,208,7,7,0.9999968
noise,1,209,9,9,0.9079518
noise,1,210,7,6,0.6793144
noise,1,211,4,4,0.9083956
noise,1,212,5,5,0.999997
noise,1,213,9,8,0.54819715
noise,1,214,8,8,0.99144477
noise,1,215,0,0,0.64427346
noise,1,216,7,7,0.9997838
noise,1,217,9,9,0.99555945
noise,1,218,8,6,0.96016103
noise,1,219,2,2,0.9999969
noise,1,220,7,7,0.6017636
noise,1,221,6,6,0.9986695
noise,1,222,9,9,0.99980444
noise,1,223,4,4,0.99214315
noise,1,224,3,2,0.6397966
noise,1,225,9,9,0.9937589
noise,1,226,6,4,0.61961365
noise,1,227,4,4,0.99994373
noise,1,228,7,3,0.9898706
noise,1,229,6,6,0.98471224
noise,1,230,5,5,0.9999931
noise,1,231,1,1,0.9999453
noise,1,232,5,3,0.76765615
noise,1,233,8,8,0.79766023
noise,1,234,8,6,0.90862364
noise,1,235,0,0,0.99996924
noise,1,236,4,4,0.99919707
noise,1,237,0,2,0.752369
noise,1,238,5,5,0.9978586
noise,1,239,5,5,0.99999976
noise,1,240,1,1,0.99999297
noise,1,241,1,1,0.9366508
noise,1,242,8,2,0.82789844
noise,1,243,9,3,0.6391196
noise,1,244,0,0,0.99999845
noise,1,245,3,6,0.4681226
noise,1,246,1,1,0.99979454
noise,1,247,9,6,0.99944514
noise,1,248,2,2,0.99994135
noise,1,249,2,2,0.9989436
noise,1,250,5,5,0.9901996
noise,1,251,3,3,0.9948885
noise,1,252,9,9,1.0
noise,1,253,9,9,0.99966013
noise,1,254,4,6,0.86705744
noise,1,255,0,4,0.9990644
noise,1,256,3,3,0.99993515
noise,1,257,0,0,0.9999757
noise,1,258,0,6,0.9684009
noise,1,259,9,9,0.99971074
noise,1,260,8,8,0.99437076
noise,1,261,1,9,0.91330385
noise,1,262,5,6,0.8902377
noise,1,263,7,6,0.9765445
noise,1,264,0,0,0.8112174
noise,1,265,8,2,0.7621412
noise,1,266,2,6,0.5816426
noise,1,267,4,4,0.99955493
noise,1,268,7,7,0.9997137
noise,1,269,0,6,0.5726905
noise,1,270,2,2,0.9961971
noise,1,271,3,3,0.98314065
noise,1,272,6,6,0.9999987
noise,1,273,3,2,0.4105517
noise,1,274,8,8,0.905091
noise,1,275,5,4,0.57997936
noise,1,276,0,0,0.99983037
noise,1,277,3,2,0.7356472
noise,1,278,4,4,0.9592598
noise,1,279,3,3,0.9913641
noise,1,280,9,9,0.9996649
noise,1,281,0,0,0.8521552
noise,1,282,6,6,0.9974273
noise,1,283,1,1,0.99910694
noise,1,284,0,0,0.656185
noise,1,285,9,9,0.9939493
noise,1,286,1,8,0.8906669
noise,1,287,0,4,0.7757353
noise,1,288,7,7,0.99103165
noise,1,289,9,9,0.99998033
noise,1,290,1,1,0.9999801
noise,1,291,2,2,0.99986625
noise,1,292,6,6,0.9999969
noise,1,293,9,1,0.9738541
noise,1,294,3,3,0.99605966
noise,1,295,4,4,0.99114156
noise,1,296,6,6,0.99999845
noise,1,297,0,0,0.9999846
noise,1,298,0,0,0.9909463
noise,1,299,6,6,0.9999988
noise,1,300,6,6,0.9999989
noise,1,301,6,6,0.9999999
noise,1,302,3,4,0.989349
noise,1,303,2,2,0.9578235
noise,1,304,6,6,0.8495196
noise,1,305,1,1,0.37128252
noise,1,306,8,8,0.9238081
noise,1,307,2,2,0.77940875
noise,1,308,1,1,0.7023814
noise,1,309,6,4,0.62890047
noise,1,310,8,8,0.9382554
noise,1,311,6,6,0.9995968
noise,1,312,8,6,0.6070715
noise,1,313,0,3,0.700561
noise,1,314,4,4,0.99928623
noise,1,315,0,4,0.4430971
noise,1,316,7,4,0.98610884
noise,1,317,7,4,0.92618895
noise,1,318,5,5,0.9540104
noise,1,319,5,5,0.99932444
noise,1,320,3,3,0.99084723
noise,1,321,5,5,0.9996247
noise,1,322,2,2,0.99997723
noise,1,323,3,3,0.74789643
noise,1,324,4,3,0.7413944
noise,1,325,1,6,0.67039686
noise,1,326,7,4,0.99674267
noise,1,327,5,5,0.78238803
noise,1,328,4,4,0.99954766
noise,1,329,6,6,0.99999654
noise,1,330,1,1,0.99997413
noise,1,331,9,9,0.99996626
noise,1,332,3,2,0.6210913
noise,1,333,6,6,1.0
noise,1,334,6,6,0.9999999
noise,1,335,9,9,0.7278122
noise,1,336,3,3,0.99672735
noise,1,337,8,6,0.9947153
noise,1,338,0,6,0.8154418
noise,1,339,7,7,0.9654515
noise,1,340,2,2,0.7788427
noise,1,341,6,6,0.999956
noise,1,342,2,2,0.7035016
noise,1,343,5,5,0.5903998
noise,1,344,8,8,0.99600285
noise,1,345,5,3,0.9538756
noise,1,346,4,4,0.99335974
noise,1,347,6,6,0.9999924
noise,1,348,8,8,0.9977188
noise,1,349,9,9,0.99999833
noise,1,350,9,9,0.9999807
noise,1,351,1,1,0.8749966
noise,1,352,0,8,0.33997208
noise,1,353,2,2,0.99998367
noise,1,354,2,6,0.96407515
noise,1,355,7,2,0.45754066
noise,1,356,3,3,0.46099398
noise,1,357,2,2,0.7803721
noise,1,358,8,8,0.99856347
noise,1,359,0,0,0.9595567
noise,1,360,9,9,0.99999833
noise,1,361,5,3,0.9164556
noise,1,362,8,8,0.99995625
noise,1,363,1,1,0.99491173
noise,1,364,9,9,0.99999833
noise,1,365,4,4,0.9999987
noise,1,366,1,1,0.99424404
noise,1,367,3,3,0.9898024
noise,1,368,8,4,0.4000668
noise,1,369,1,1,0.99732924
noise,1,370,4,6,0.49562976
noise,1,371,7,7,0.99995685
noise,1,372,9,9,0.9895169
noise,1,373,4,3,0.36314422
noise,1,374,2,2,0.9999993
noise,1,375,7,7,0.8916736
noise,1,376,0,2,0.8328043
noise,1,377,7,2,0.9545469
noise,1,378,0,8,0.6027958
noise,1,379,6,6,0.9999995
noise,1,380,6,6,0.99956745
noise,1,381,9,9,0.9647973
noise,1,382,0,0,0.70032346
noise,1,383,9,9,0.8982888
noise,1,384,2,2,0.97082114
noise,1,385,8,8,0.999228
noise,1,386,7,7,0.9912724
noise,1,387,2,2,0.6133576
noise,1,388,2,2,0.62585044
noise,1,389,5,5,0.99951005
noise,1,390,1,1,0.9998061
noise,1,391,2,2,0.9999982
noise,1,392,6,6,1.0
noise,1,393,2,6,0.5103578
noise,1,394,9,9,0.9995945
noise,1,395,6,6,0.9999757
noise,1,396,2,2,0.9608744
noise,1,397,3,3,0.7080456
noise,1,398,0,2,0.71625715
noise,1,399,3,3,0.99945766
noise,1,400,9,9,0.9999927
noise,1,401,8,8,0.9881408
noise,1,402,7,7,0.84408647
noise,1,403,8,8,0.98839116
noise,1,404,8,8,0.9441627
noise,1,405,4,6,0.88464016
noise,1,406,0,0,0.99987376
noise,1,407,1,1,0.94506556
noise,1,408,8,8,0.99994993
noise,1,409,2,2,0.99808466
noise,1,410,7,7,0.9892945
noise,1,411,9,8,0.91989964
noise,1,412,3,3,0.9952678
noise,1,413,6,6,0.99899775
noise,1,414,1,1,0.80202216
noise,1,415,9,9,0.9999502
noise,1,416,0,6,0.9876732
noise,1,417,7,7,0.9991013
noise,1,418,3,2,0.96088713
noise,1,419,7,7,0.99769896
noise,1,420,4,4,0.94246745
noise,1,421,5,4,0.6964862
noise,1,422,0,8,0.6351318
noise,1,423,0,0,0.9916222
noise,1,424,2,2,0.9884409
noise,1,425,9,9,0.99939644
noise,1,426,3,6,0.99076277
noise,1,427,4,4,0.9999064
noise,1,428,0,6,0.55075586
noise,1,429,6,6,0.99999976
noise,1,430,2,2,0.98083067
noise,1,431,5,6,0.99490863
noise,1,432,3,3,0.9987134
noise,1,433,7,3,0.96257544
noise,1,434,3,3,0.6975553
noise,1,435,7,7,0.9977985
noise,1,436,2,2,0.99799687
noise,1,437,5,3,0.27807856
noise,1,438,3,3,0.9999999
noise,1,439,1,1,0.91936195
noise,1,440,1,1,0.9956145
noise,1,441,4,4,0.9569393
noise,1,442,9,9,0.9999945
noise,1,443,9,3,0.60986185
noise,1,444,5,5,0.9986798
noise,1,445,7,7,0.7771789
noise,1,446,5,6,0.5156746
noise,1,447,0,0,0.4487817
noise,1,448,2,2,0.99999654
noise,1,449,2,4,0.94746697
noise,1,450,2,2,0.99980134
noise,1,451,9,9,0.99942005
noise,1,452,7,6,0.96933234
noise,1,453,3,3,0.9956761
noise,1,454,9,9,0.97854304
noise,1,455,4,4,0.99923253
noise,1,456,3,4,0.9894902
noise,1,457,5,5,0.9982527
noise,1,458,4,6,0.58667153
noise,1,459,6,6,0.99745244
noise,1,460,5,5,0.9996791
noise,1,461,6,6,0.999946
noise,1,462,1,1,0.7405458
noise,1,463,4,4,0.9726246
noise,1,464,3,4,0.43649346
noise,1,465,4,4,0.99999964
noise,1,466,4,4,1.0
noise,1,467,3,3,0.99997294
noise,1,468,7,6,0.99667275
noise,1,469,8,8,0.700845
noise,1,470,3,4,0.7197504
noise,1,471,7,7,0.94574875
noise,1,472,8,8,0.9999964
noise,1,473,0,2,0.8378631
noise,1,474,5,5,0.9991177
noise,1,475,7,7,0.72505546
noise,1,476,6,6,0.999992
noise,1,477,0,0,0.52375674
noise,1,478,5,5,0.6051933
noise,1,479,4,4,0.99997616
noise,1,480,8,8,0.973082
noise,1,481,6,6,0.99999976
noise,1,482,8,6,0.89173394
noise,1,483,5,5,0.8145299
noise,1,484,5,6,0.50767374
noise,1,485,9,6,0.83822954
noise,1,486,9,9,0.9999993
noise,1,487,9,9,0.9999987
noise,1,488,5,4,0.99840003
noise,1,489,0,0,0.5435724
noise,1,490,1,1,0.99962044
noise,1,491,0,2,0.54791194
noise,1,492,8,4,0.7789333
noise,1,493,1,1,0.99587715
noise,1,494,1,6,0.7909842
noise,1,495,8,8,0.9984469
noise,1,496,0,0,0.99596655
noise,1,497,2,3,0.41750005
noise,1,498,2,2,1.0
noise,1,499,0,0,0.6144874
noise,1,500,4,4,0.8386447
noise,1,501,6,6,0.9997811
noise,1,502,5,3,0.98475397
noise,1,503,4,4,0.99999833
noise,1,504,9,9,0.9698187
noise,1,505,4,4,0.999749
noise,1,506,7,6,0.47710305
noise,1,507,9,9,0.99998033
noise,1,508,9,6,0.8810472
noise,1,509,4,4,0.7193001
noise,1,510,5,5,0.99999094
noise,1,511,6,6,0.9999963
noise,1,512,6,6,0.9999981
noise,1,513,1,1,0.89976525
noise,1,514,5,5,0.99453187
noise,1,515,3,3,0.99986553
noise,1,516,8,8,0.99999666
noise,1,517,9,9,0.9960354
noise,1,518,5,3,0.99984205
noise,1,519,8,8,0.9506471
noise,1,520,5,2,0.6459723
noise,1,521,7,7,1.0
noise,1,522,0,0,0.66250336
noise,1,523,7,7,0.61781454
noise,1,524,0,0,0.9999237
noise,1,525,5,6,0.7643104
noise,1,526,0,6,0.9988507
noise,1,527,0,0,0.99985623
noise,1,528,4,4,0.99986255
noise,1,529,6,6,0.99999964
noise,1,530,9,9,0.975827
noise,1,531,0,2,0.45386288
noise,1,532,9,9,0.99576026
noise,1,533,5,5,0.6676614
noise,1,534,6,6,0.999889
noise,1,535,6,6,0.9999392
noise,1,536,6,6,0.99999976
noise,1,537,2,6,0.9996252
noise,1,538,9,6,0.9989003
noise,1,539,0,0,0.9999926
noise,1,540,1,1,0.9999933
noise,1,541,7,4,0.930599
noise,1,542,6,6,0.9997216
noise,1,543,7,7,0.99171704
noise,1,544,5,5,0.9999523
noise,1,545,9,9,0.9999949
noise,1,546,1,6,0.5359717
noise,1,547,6,6,0.9999989
noise,1,548,2,2,0.9964354
noise,1,549,5,3,0.8565269
noise,1,550,5,3,0.66898334
noise,1,551,5,3,0.9384591
noise,1,552,8,8,0.9830998
noise,1,553,5,6,0.9426671
noise,1,554,9,9,1.0
noise,1,555,4,4,0.9886501
noise,1,556,6,6,0.99999833
noise,1,557,4,4,0.9999999
noise,1,558,3,3,0.9997582
noise,1,559,2,2,0.99999964
noise,1,560,0,0,0.9356264
noise,1,561,7,7,0.96319604
noise,1,562,6,6,0.9990145
noise,1,563,2,2,0.49101442
noise,1,564,2,2,0.99998355
noise,1,565,3,3,0.99990845
noise,1,566,9,6,0.5689404
noise,1,567,7,3,0.5426838
noise,1,568,9,6,0.96693087
noise,1,569,2,2,0.9999263
noise,1,570,6,6,0.9999707
noise,1,571,7,7,0.9999893
noise,1,572,1,1,0.7970768
noise,1,573,3,3,0.9952093
noise,1,574,6,6,0.9999485
noise,1,575,6,6,0.9938378
noise,1,576,8,8,0.9996848
noise,1,577,9,9,0.5038844
noise,1,578,7,7,0.879541
noise,1,579,5,6,0.54999787
noise,1,580,4,4,0.99971145
noise,1,581,0,4,0.5090577
noise,1,582,8,8,0.9817245
noise,1,583,4,4,0.99979407
noise,1,584,0,0,0.9974728
noise,1,585,9,9,0.9999192
noise,1,586,3,6,0.83447486
noise,1,587,4,4,0.9997017
noise,1,588,8,8,0.9522691
noise,1,589,9,9,0.9999131
noise,1,590,6,6,1.0
noise,1,591,9,9,0.9972313
noise,1,592,2,2,0.8627756
noise,1,593,6,6,0.7730966
noise,1,594,1,1,0.99618137
noise,1,595,4,4,0.99644583
noise,1,596,7,4,0.98665255
noise,1,597,3,3,0.5196917
noise,1,598,5,4,0.8366735
noise,1,599,3,4,0.82007575
noise,1,600,8,8,0.99990225
noise,1,601,5,3,0.941687
noise,1,602,0,0,0.9930233
noise,1,603,2,2,0.99995565
noise,1,604,1,1,0.99999344
noise,1,605,6,6,0.9999994
noise,1,606,4,3,0.7591536
noise,1,607,3,2,0.59885484
noise,1,608,3,3,0.8830749
noise,1,609,9,9,0.99999547
noise,1,610,6,6,0.9999969
noise,1,611,9,9,0.7438424
noise,1,612,8,8,0.9999175
noise,1,613,8,8,0.96869665
noise,1,614,5,5,0.9217222
noise,1,615,8,8,0.9999591
noise,1,616,6,6,0.99987173
noise,1,617,6,6,0.9999734
noise,1,618,2,6,0.7217659
noise,1,619,1,1,0.99757797
noise,1,620,7,7,0.9999794
noise,1,621,7,2,0.5282544
noise,1,622,1,1,0.97881544
noise,1,623,2,2,0.99992895
noise,1,624,7,7,0.89034796
noise,1,625,9,9,0.99999917
noise,1,626,9,9,0.99994576
noise,1,627,4,6,0.6314383
noise,1,628,4,4,0.99999976
noise,1,629,1,1,0.9667692
noise,1,630,2,2,0.99889576
noise,1,631,5,2,0.9328059
noise,1,632,6,6,0.9996402
noise,1,633,8,8,0.54533184
noise,1,634,7,4,0.99580294
noise,1,635,6,6,0.9803459
noise,1,636,8,8,0.97860056
noise,1,637,3,6,0.5417473
noise,1,638,0,2,0.9372655
noise,1,639,5,2,0.30731395
noise,1,640,5,3,0.5663319
noise,1,641,3,6,0.9176998
noise,1,642,0,0,0.88455635
noise,1,643,7,7,0.99999094
noise,1,644,9,9,0.85743654
noise,1,645,1,1,0.94931203
noise,1,646,3,3,0.97155184
noise,1,647,4,4,0.87869006
noise,1,648,4,4,0.99969494
noise,1,649,5,5,0.99998844
noise,1,650,3,3,0.9997557
noise,1,651,9,9,0.9816762
noise,1,652,5,3,0.9618527
noise,1,653,6,6,0.9999933
noise,1,654,9,9,0.9730372
noise,1,655,2,2,0.9945463
noise,1,656,1,1,0.57051617
noise,1,657,1,6,0.94020545
noise,1,658,4,6,0.99995494
noise,1,659,1,1,0.999833
noise,1,660,9,9,0.9984432
noise,1,661,4,4,0.99790025
noise,1,662,7,7,0.99999666
noise,1,663,6,6,0.99177307
noise,1,664,3,3,0.9933482
noise,1,665,8,2,0.7273391
noise,1,666,9,9,0.9999585
noise,1,667,0,0,0.9733426
noise,1,668,1,1,0.995363
noise,1,669,3,3,0.9978808
noise,1,670,6,6,0.99998677
noise,1,671,3,5,0.6749995
noise,1,672,6,3,0.78345406
noise,1,673,3,3,0.99966455
noise,1,674,2,2,0.9981186
noise,1,675,0,3,0.621168
noise,1,676,3,3,0.9896891
noise,1,677,1,6,0.9826544
noise,1,678,0,0,0.86310375
noise,1,679,5,5,0.67118484
noise,1,680,9,9,0.992878
noise,1,681,6,6,0.9999989
noise,1,682,4,2,0.5904986
noise,1,683,8,8,0.97180665
noise,1,684,9,9,0.97590774
noise,1,685,6,6,0.7546025
noise,1,686,9,9,0.9986854
noise,1,687,6,2,0.8398189
noise,1,688,3,6,0.51952153
noise,1,689,0,6,0.9998764
noise,1,690,3,4,0.64878255
noise,1,691,2,2,0.99999774
noise,1,692,2,2,0.8247083
noise,1,693,7,7,0.999951
noise,1,694,8,8,0.98171014
noise,1,695,3,3,0.6036088
noise,1,696,8,6,0.41101184
noise,1,697,2,2,0.8352679
noise,1,698,7,7,0.9022106
noise,1,699,5,3,0.9075988
noise,1,700,7,7,0.97541624
noise,1,701,2,2,0.999979
noise,1,702,4,4,1.0
noise,1,703,8,6,0.4675151
noise,1,704,7,6,0.99115235
noise,1,705,4,4,0.99999845
noise,1,706,2,2,0.9994684
noise,1,707,9,9,0.99657875
noise,1,708,8,8,0.7748224
noise,1,709,8,8,0.76511365
noise,1,710,6,6,0.97948474
noise,1,711,8,0,0.7874479
noise,1,712,8,8,0.8079939
noise,1,713,7,3,0.4275544
noise,1,714,4,4,0.7893724
noise,1,715,3,6,0.8260044
noise,1,716,3,3,0.9609525
noise,1,717,8,8,0.7998759
noise,1,718,4,2,0.9011988
noise,1,719,9,9,0.9942101
noise,1,720,4,4,0.9998522
noise,1,721,8,8,0.99876523
noise,1,722,8,8,0.907595
noise,1,723,1,1,0.999974
noise,1,724,8,6,0.7308153
noise,1,725,2,1,0.8380735
noise,1,726,1,1,0.9999968
noise,1,727,3,2,0.9998698
noise,1,728,6,6,0.99999106
noise,1,729,5,5,0.9961205
noise,1,730,4,4,0.9140339
noise,1,731,2,2,0.8821178
noise,1,732,7,7,0.99988484
noise,1,733,9,9,0.99991894
noise,1,734,9,8,0.8795238
noise,1,735,4,4,0.99827266
noise,1,736,1,1,0.99153966
noise,1,737,4,4,0.99999964
noise,1,738,1,1,0.99871683
noise,1,739,3,5,0.8369368
noise,1,740,2,2,0.9999578
noise,1,741,7,7,0.99975115
noise,1,742,0,0,0.99987626
noise,1,743,7,7,0.99863344
noise,1,744,9,6,0.7908161
noise,1,745,7,4,0.9732376
noise,1,746,6,6,0.5536738
noise,1,747,6,6,0.99996805
noise,1,748,2,2,0.99999857
noise,1,749,5,4,0.7706369
noise,1,750,9,9,0.99959177
noise,1,751,2,2,0.9855474
noise,1,752,9,9,0.80723906
noise,1,753,1,1,0.99999547
noise,1,754,2,3,0.9950799
noise,1,755,2,4,0.50376487
noise,1,756,6,6,0.9999809
noise,1,757,8,8,0.999012
noise,1,758,2,2,0.9999708
noise,1,759,1,1,0.9582499
noise,1,760,3,3,0.9999114
noise,1,761,6,6,0.99926347
noise,1,762,6,6,0.99999917
noise,1,763,0,0,0.9987551
noise,1,764,1,1,0.99820757
noise,1,765,2,2,0.9995115
noise,1,766,7,4,0.92117697
noise,1,767,0,2,0.96102196
noise,1,768,5,5,0.5943507
noise,1,769,4,4,0.99999154
noise,1,770,6,4,0.7623217
noise,1,771,1,9,0.9376039
noise,1,772,6,6,0.99999905
noise,1,773,4,6,0.62453717
noise,1,774,0,0,0.9121823
noise,1,775,2,6,0.77126557
noise,1,776,2,5,0.74361676
noise,1,777,6,6,0.99999917
noise,1,778,0,0,0.9171888
noise,1,779,5,6,0.96417224
noise,1,780,9,9,0.99991274
noise,1,781,1,6,0.5092662
noise,1,782,7,7,0.9989066
noise,1,783,6,6,0.9997347
noise,1,784,7,4,0.7247558
noise,1,785,0,0,0.9999862
noise,1,786,3,3,0.99961346
noise,1,787,9,9,0.6134059
noise,1,788,6,6,0.52447975
noise,1,789,8,8,0.9996859
noise,1,790,3,3,0.99527305
noise,1,791,0,0,0.99998415
noise,1,792,3,6,0.9530039
noise,1,793,4,5,0.6682831
noise,1,794,7,2,0.9729024
noise,1,795,7,7,0.9771657
noise,1,796,1,1,0.85492474
noise,1,797,4,4,0.64590734
noise,1,798,7,6,0.7634098
noise,1,799,2,4,0.3016327
noise,1,800,7,7,0.9985709
noise,1,801,1,1,0.9915065
noise,1,802,4,4,0.8985095
noise,1,803,7,7,0.9906955
noise,1,804,4,2,0.9357037
noise,1,805,4,4,0.9620344
noise,1,806,8,0,0.97568935
noise,1,807,4,4,0.99532664
noise,1,808,7,7,0.9989328
noise,1,809,7,7,0.9567522
noise,1,810,5,3,0.75568974
noise,1,811,3,6,0.9571123
noise,1,812,7,7,0.71567386
noise,1,813,2,2,0.9973912
noise,1,814,0,9,0.71948993
noise,1,815,8,8,0.99989593
noise,1,816,9,9,0.9051294
noise,1,817,5,5,0.99186206
noise,1,818,8,4,0.76550615
noise,1,819,3,2,0.357451
noise,1,820,6,6,0.9839408
noise,1,821,2,2,0.99999917
noise,1,822,0,0,0.55754435
noise,1,823,8,8,0.9972325
noise,1,824,7,7,0.99999356
noise,1,825,3,3,0.9998016
noise,1,826,7,7,0.96903193
noise,1,827,6,6,0.9999968
noise,1,828,5,4,0.9994808
noise,1,829,3,6,0.9063537
noise,1,830,1,1,0.8134625
noise,1,831,3,4,0.933751
noise,1,832,2,2,0.9983456
noise,1,833,2,2,0.8776326
noise,1,834,5,5,0.9962161
noise,1,835,4,4,0.59444463
noise,1,836,1,1,0.38321686
noise,1,837,2,2,0.99997973
noise,1,838,9,2,0.96720016
noise,1,839,2,2,0.99891293
noise,1,840,7,7,0.99989176
noise,1,841,0,0,0.50587666
noise,1,842,7,7,0.99992895
noise,1,843,2,2,0.99977475
noise,1,844,1,1,0.99357504
noise,1,845,3,3,0.45960572
noise,1,846,2,2,0.99994457
noise,1,847,0,0,0.99289507
noise,1,848,2,6,0.51969737
noise,1,849,4,4,0.9337853
noise,1,850,7,2,0.8664464
noise,1,851,9,9,0.99999905
noise,1,852,8,8,0.84419733
noise,1,853,9,1,0.96892613
noise,1,854,0,6,0.9477684
noise,1,855,7,7,0.9773791
noise,1,856,7,6,0.93875617
noise,1,857,0,2,0.37610248
noise,1,858,7,7,0.99824905
noise,1,859,8,8,0.7741767
noise,1,860,4,2,0.98612255
noise,1,861,6,6,0.99951816
noise,1,862,3,6,0.9851542
noise,1,863,3,4,0.71921766
noise,1,864,0,0,0.98837054
noise,1,865,1,1,0.93030435
noise,1,866,3,6,0.53199404
noise,1,867,7,4,0.99868983
noise,1,868,0,0,0.9998803
noise,1,869,1,1,0.9757378
noise,1,870,3,6,0.99995184
noise,1,871,1,1,0.9999995
noise,1,872,4,4,0.9982152
noise,1,873,2,2,0.9993635
noise,1,874,3,3,0.99999547
noise,1,875,8,8,0.98432803
noise,1,876,4,4,1.0
noise,1,877,2,2,0.99961865
noise,1,878,3,2,0.7673458
noise,1,879,7,7,0.9990758
noise,1,880,8,8,0.996514
noise,1,881,4,4,0.6010273
noise,1,882,3,2,0.8117195
noise,1,883,0,0,0.9995983
noise,1,884,9,9,0.6563056
noise,1,885,0,0,0.9841823
noise,1,886,0,0,0.9991804
noise,1,887,1,6,0.99503785
noise,1,888,0,2,0.49158102
noise,1,889,4,4,0.9567263
noise,1,890,4,4,0.99821055
noise,1,891,6,6,0.9998584
noise,1,892,7,3,0.9545765
noise,1,893,6,4,0.67293626
noise,1,894,1,1,0.99731964
noise,1,895,1,1,0.98068905
noise,1,896,3,3,0.99998057
noise,1,897,7,7,0.9982667
noise,1,898,3,3,0.9329919
noise,1,899,5,5,0.96139324
noise,1,900,2,2,0.7152082
noise,1,901,6,6,0.9999939
noise,1,902,6,6,0.9999914
noise,1,903,5,6,0.9735661
noise,1,904,8,8,0.9120369
noise,1,905,7,7,0.98251665
noise,1,906,1,1,0.99998116
noise,1,907,6,6,0.99906296
noise,1,908,8,8,0.99885356
noise,1,909,8,8,0.9999888
noise,1,910,5,3,0.8612625
noise,1,911,3,3,0.9996619
noise,1,912,0,3,0.7535763
noise,1,913,4,4,0.99997807
noise,1,914,0,6,0.47744662
noise,1,915,1,1,0.99997735
noise,1,916,3,4,0.6473619
noise,1,917,8,6,0.60639215
noise,1,918,8,8,0.99999917
noise,1,919,0,0,0.52032715
noise,1,920,6,6,0.9997967
noise,1,921,9,9,0.9999993
noise,1,922,9,9,0.99971837
noise,1,923,9,2,0.3521739
noise,1,924,5,3,0.9937936
noise,1,925,5,5,0.65758544
noise,1,926,8,8,0.6328817
noise,1,927,6,6,0.9997861
noise,1,928,0,0,0.9659207
noise,1,929,0,4,0.5688454
noise,1,930,4,4,0.9988605
noise,1,931,2,2,0.9999881
noise,1,932,3,2,0.4638001
noise,1,933,2,2,0.8892827
noise,1,934,7,7,0.9999734
noise,1,935,2,2,0.8604862
noise,1,936,2,2,0.8555083
noise,1,937,5,5,0.99995804
noise,1,938,9,9,0.9914192
noise,1,939,8,8,0.96580964
noise,1,940,9,9,0.99999976
noise,1,941,1,1,0.9858992
noise,1,942,7,5,0.84492594
noise,1,943,4,4,0.99469805
noise,1,944,0,4,0.4843258
noise,1,945,3,3,0.962318
noise,1,946,0,0,0.99998665
noise,1,947,1,1,0.9999386
noise,1,948,3,4,0.8466357
noise,1,949,8,8,0.99835324
noise,1,950,3,3,0.9953779
noise,1,951,9,9,0.99849856
noise,1,952,6,6,0.9999397
noise,1,953,1,8,0.91709137
noise,1,954,4,4,0.9995499
noise,1,955,7,7,0.99944335
noise,1,956,0,2,0.8984309
noise,1,957,3,6,0.998021
noise,1,958,7,7,0.9999814
noise,1,959,8,8,0.97726
noise,1,960,9,9,0.9419509
noise,1,961,1,1,0.7199486
noise,1,962,1,1,0.9926745
noise,1,963,6,6,0.9999981
noise,1,964,6,6,0.9999858
noise,1,965,6,6,0.9973442
noise,1,966,6,3,0.69379306
noise,1,967,9,9,0.55504507
noise,1,968,1,1,0.9929477
noise,1,969,9,9,0.99999475
noise,1,970,9,9,0.9997842
noise,1,971,4,4,0.99948895
noise,1,972,2,6,0.9814705
noise,1,973,1,9,0.8598691
noise,1,974,7,4,0.5514792
noise,1,975,0,0,0.99947315
noise,1,976,6,6,0.99991596
noise,1,977,8,8,0.99719125
